id,animals,climateactions,consequences,setting,type
id_1236639583472926721_2020-03-08,ALL,Other Climate Action,no class found,"Forest, Jungle",Meme
id_1303744153927344128_2020-09-09,ALL,Protests|Natural Gas,no class found,Other,Meme
id_1329145400633286656_2020-11-18,Amphibians|Invertebrates|Farm Animals,Natural Gas,Economic Consequences|Covid|Floods,"Other Setting|Industrial Area|Forest, Jungle",Meme
id_1254859927077761029_2020-04-27,ALL,Natural Gas,Melting Ice|Other Extreme Weather Events|Covid,no class found,Meme
id_1257320315794800640_2020-05-04,ALL,Other Climate Action,Other,"No Setting|Forest, Jungle",Meme
id_1337914820964700161_2020-12-13,ALL,No,Economic Consequences|Covid|Floods,no class found,Meme
id_1325290310591684609_2020-11-08,ALL,Natural Gas,no class found,"Forest, Jungle|Outer Space",Meme
id_1338653194147151872_2020-12-15,ALL,Other Climate Action,Economic Consequences|Covid|Floods,no class found,Other Type
id_1328503001682735104_2020-11-17,Invertebrates|Birds|Fish|Amphibians|Reptiles,Natural Gas,Other,"Other Setting|Industrial Area|Forest, Jungle",Meme
id_1308406948258287616_2020-09-22,Invertebrates|Birds|Fish|Amphibians|Reptiles,Other Climate Action,Melting Ice|Other Extreme Weather Events|Covid,no class found,Meme
id_1330920208903467009_2020-11-23,ALL,Other Climate Action,no class found,Residential Area,Other Type
id_1244739793352830976_2020-03-30,ALL,Other Climate Action,Economic Consequences|Covid|Floods,no class found,Meme
id_1248341433561632768_2020-04-09,ALL,No,Melting Ice|Other Extreme Weather Events|Covid,no class found,Meme
id_1250289497968762887_2020-04-15,ALL,Other Climate Action,Melting Ice|Other Extreme Weather Events|Covid,"Commercial Area|Forest, Jungle|Indoor Space",Meme
id_1275889679871729670_2020-06-24,ALL,Natural Gas,Melting Ice|Other Extreme Weather Events|Covid,"Other Nature|Forest, Jungle",Meme
id_1303382149941178369_2020-09-08,ALL,Natural Gas,Economic Consequences|Covid|Floods,no class found,Meme
id_1309883033164619779_2020-09-26,Invertebrates|Birds|Fish|Amphibians|Reptiles,Other Climate Action,Economic Consequences|Covid|Floods,"Commercial Area|Forest, Jungle|Indoor Space",Meme
id_1330164872965988359_2020-11-21,ALL,Natural Gas,no class found,"No Setting|Forest, Jungle",Meme
id_1273158457139638273_2020-06-17,ALL,Natural Gas,Economic Consequences|Covid|Floods,"Forest, Jungle|Outer Space",Meme
id_1308589210064941056_2020-09-23,ALL,Natural Gas,Economic Consequences|Covid|Floods,no class found,Meme
id_1257945341883674625_2020-05-06,ALL,Other Climate Action,Economic Consequences|Drought|Covid|Floods,no class found,Meme
id_1308748125121556480_2020-09-23,ALL,Natural Gas,no class found,no class found,Meme
id_1268147179937546240_2020-06-03,ALL,no class found,Drought|Covid,no class found,Meme
id_1304678503409950720_2020-09-12,ALL,Natural Gas,Melting Ice|Other Extreme Weather Events|Covid,no class found,Meme
id_1253433503825289217_2020-04-23,ALL,Natural Gas,no class found,no class found,Meme
id_1288110071415631874_2020-07-28,Invertebrates|Birds|Fish|Amphibians|Reptiles,Natural Gas,Economic Consequences|Covid|Floods,no class found,Meme
id_1264003279303905282_2020-05-23,Invertebrates|Birds|Fish|Amphibians|Reptiles,Other Climate Action,Melting Ice|Other Extreme Weather Events|Covid,no class found,Meme
id_1324421793172590592_2020-11-05,Invertebrates|Birds|Fish|Amphibians|Reptiles,Other Climate Action,no class found,no class found,Meme
id_1241048314025402370_2020-03-20,ALL,Other Climate Action,Economic Consequences|Covid|Floods,"Commercial Area|Forest, Jungle|Indoor Space",Meme
id_1333704822936244224_2020-12-01,Invertebrates|Birds|Fish|Amphibians|Reptiles,Other Climate Action,Economic Consequences|Covid|Floods,no class found,Other Type
id_1327518603223191557_2020-11-14,ALL,Natural Gas,no class found,"Other Setting|Industrial Area|Forest, Jungle",Meme
id_1334991696552202240_2020-12-07,Amphibians|Invertebrates|Farm Animals,Other Climate Action,Melting Ice|Other Extreme Weather Events|Covid,"Commercial Area|Forest, Jungle|Indoor Space",Meme
id_1253035973451137027_2020-04-22,ALL,Natural Gas,no class found,"Other Setting|Ocean|Indoor Space|Residential Area|Arctic, Antarctica|Other Nature|No Setting|Commercial Area|Industrial Area|Forest, Jungle|Agricultural|Coastal|Rural|Outer Space",Meme
id_1343383861472886784_2020-12-28,Invertebrates|Birds|Fish|Amphibians|Reptiles,Other Climate Action,Melting Ice|Other Extreme Weather Events|Covid,"Other Setting|Industrial Area|Forest, Jungle",Meme
id_1341457587133427718_2020-12-22,Invertebrates|Birds|Fish|Amphibians|Reptiles,Natural Gas,Economic Consequences|Covid|Floods,"Commercial Area|Forest, Jungle|Indoor Space",Meme
id_1301696558866419712_2020-09-04,Invertebrates|Birds|Fish|Amphibians|Reptiles,Natural Gas,Economic Consequences|Covid|Floods,no class found,Meme
id_1271151985132265472_2020-06-11,Invertebrates|Birds|Fish|Amphibians|Reptiles,Other Climate Action,Melting Ice|Other Extreme Weather Events|Covid,no class found,Meme
id_1332987486809726976_2020-11-29,ALL,No,ALL,"Other Nature|Forest, Jungle",Meme
id_1304676944223633408_2020-09-12,ALL,Other Climate Action,Economic Consequences|Covid|Floods,Residential Area,Meme
id_1241287174349139968_2020-03-21,ALL,Protests|Natural Gas,Economic Consequences|Covid|Floods,no class found,Meme
id_1332012677166673921_2020-11-26,ALL,Protests|Natural Gas,Economic Consequences|Covid|Floods,"Commercial Area|Forest, Jungle|Indoor Space",Meme
id_1305051196244156416_2020-09-13,ALL,Natural Gas,no class found,no class found,Meme
id_1249462581447798786_2020-04-12,ALL,Other Climate Action,no class found,"No Setting|Forest, Jungle",Meme
id_1340332692856926209_2020-12-19,ALL,Coal|Wind Energy|Solar Energy|Politics|Other Climate Action|Natural Gas,Melting Ice|Other Extreme Weather Events|Covid,"Other Setting|Ocean|Indoor Space|Residential Area|Arctic, Antarctica|Other Nature|No Setting|Commercial Area|Industrial Area|Forest, Jungle|Agricultural|Coastal|Rural|Outer Space",Illustration
id_1237239189881729025_2020-03-10,Amphibians,Other Climate Action,no class found,"No Setting|Forest, Jungle",Meme
id_1324645784197959680_2020-11-06,ALL,Natural Gas,Melting Ice|Other Extreme Weather Events|Covid,"Other Setting|Ocean|Indoor Space|Residential Area|Arctic, Antarctica|Other Nature|No Setting|Commercial Area|Industrial Area|Forest, Jungle|Agricultural|Coastal|Rural|Outer Space",Meme
id_1235683766921842693_2020-03-05,ALL,Other Climate Action,Economic Consequences|Covid|Floods,"No Setting|Forest, Jungle",Meme
id_1330779712927371265_2020-11-23,ALL,Coal|Wind Energy|Solar Energy|Politics|Other Climate Action|Natural Gas,no class found,ALL,Meme
id_1237599390224642048_2020-03-11,ALL,Other Climate Action,Economic Consequences|Covid|Floods,"Commercial Area|Forest, Jungle|Indoor Space",Meme
id_1237783744833933312_2020-03-11,ALL,Natural Gas,ALL,"No Setting|Forest, Jungle",Meme
id_1287897045999603712_2020-07-27,ALL,Natural Gas,Economic Consequences|Covid|Floods,"No Setting|Forest, Jungle",Meme
id_1237160448824410115_2020-03-09,ALL,Other Climate Action,Melting Ice|Other Extreme Weather Events|Covid,no class found,Meme
id_1305982282960904193_2020-09-15,ALL,Natural Gas,no class found,no class found,Meme
id_1258169262037860352_2020-05-06,ALL,Natural Gas,Economic Consequences|Covid|Floods,"Commercial Area|Forest, Jungle|Indoor Space",Meme
id_1285932358479347713_2020-07-22,ALL,Other Climate Action,Melting Ice|Other Extreme Weather Events|Covid,"Other Setting|Ocean|Indoor Space|Residential Area|Arctic, Antarctica|Other Nature|No Setting|Commercial Area|Industrial Area|Forest, Jungle|Agricultural|Coastal|Rural|Outer Space",Meme
id_1257852362489643008_2020-05-06,ALL,Natural Gas,Melting Ice|Other Extreme Weather Events|Covid,no class found,Meme
id_1325526589921239042_2020-11-08,ALL,Other Climate Action,Economic Consequences|Covid|Floods,Residential Area,Meme
id_1280390692263489545_2020-07-07,Invertebrates|Birds|Fish|Amphibians|Reptiles,Protests|Natural Gas,Other,Other Setting,Meme
id_1259906404594442240_2020-05-11,ALL,Natural Gas,no class found,no class found,Meme
id_1323300311222624261_2020-11-02,ALL,Natural Gas,no class found,"Other Setting|Ocean|Indoor Space|Residential Area|Arctic, Antarctica|Other Nature|No Setting|Commercial Area|Industrial Area|Forest, Jungle|Agricultural|Coastal|Rural|Outer Space",Meme
id_1276531007185989632_2020-06-26,ALL,no class found,no class found,"Commercial Area|Forest, Jungle|Indoor Space",Meme
id_1237707252825501701_2020-03-11,ALL,Other|Other Climate Action|Natural Gas|Wind Energy,no class found,"Arctic, Antarctica|Forest, Jungle",Meme
id_1243042087467134988_2020-03-26,ALL,Solar Energy|Other Climate Action|Natural Gas,Economic Consequences|Covid|Floods,no class found,Meme
id_1323985868739219456_2020-11-04,ALL,Other Climate Action,Economic Consequences|Covid|Floods,"No Setting|Forest, Jungle",Meme
id_1240200684303245312_2020-03-18,ALL,Protests|Natural Gas,Economic Consequences|Covid|Floods,"Commercial Area|Forest, Jungle|Indoor Space",Meme
id_1306680480524312577_2020-09-17,Amphibians,Natural Gas,Economic Consequences|Covid|Floods,no class found,Meme
id_1240190214246739968_2020-03-18,Invertebrates|Birds|Fish|Amphibians|Reptiles,Natural Gas,Economic Consequences|Covid|Floods,"Commercial Area|Forest, Jungle|Indoor Space",Meme
id_1342930463208435713_2020-12-26,ALL,Coal|Wind Energy|Solar Energy|Politics|Other Climate Action|Natural Gas,Economic Consequences|Covid|Floods,"Other Setting|Ocean|Indoor Space|Residential Area|Arctic, Antarctica|Other Nature|No Setting|Commercial Area|Industrial Area|Forest, Jungle|Agricultural|Coastal|Rural|Outer Space",Meme
id_1311228357577646082_2020-09-30,ALL,Natural Gas,Economic Consequences|Covid|Floods,"Forest, Jungle",Meme
id_1251137637232099329_2020-04-17,Invertebrates|Birds|Fish|Amphibians|Reptiles,Other Climate Action,Melting Ice|Other Extreme Weather Events|Covid,Residential Area,Meme
id_1286704847799058433_2020-07-27,ALL,Natural Gas,no class found,"No Setting|Forest, Jungle",Illustration
id_1323396637365075971_2020-11-02,ALL,Other Climate Action,Melting Ice|Other Extreme Weather Events|Covid,"Commercial Area|Forest, Jungle|Indoor Space",Meme
id_1243287784808480768_2020-03-26,ALL,No,no class found,"No Setting|Forest, Jungle",Meme
id_1305184640290881536_2020-09-13,ALL,Natural Gas,Economic Consequences|Covid|Floods,no class found,Meme
id_1280338558763630594_2020-07-07,ALL,Natural Gas,Economic Consequences|Covid|Floods,"No Setting|Forest, Jungle",Meme
id_1233941910797946880_2020-03-01,ALL,Other Climate Action,Economic Consequences|Covid|Floods,"Commercial Area|Forest, Jungle|Indoor Space",Meme
id_1235280719041253376_2020-03-13,ALL,Other Climate Action,no class found,"Commercial Area|Forest, Jungle|Indoor Space",Meme
id_1310576995609141248_2020-09-28,ALL,Protests|Natural Gas,Melting Ice|Other Extreme Weather Events|Covid,"Other Setting|Ocean|Indoor Space|Residential Area|Arctic, Antarctica|Other Nature|No Setting|Commercial Area|Industrial Area|Forest, Jungle|Agricultural|Coastal|Rural|Outer Space",Meme
id_1260473593294700545_2020-05-13,ALL,Other Climate Action,Melting Ice|Other Extreme Weather Events|Covid,"No Setting|Forest, Jungle",Meme
id_1288063815381377025_2020-07-28,ALL,Protests|Natural Gas,Melting Ice|Other Extreme Weather Events|Covid,no class found,Meme
id_1236801636367921152_2020-03-08,ALL,Natural Gas,no class found,"No Setting|Forest, Jungle",Illustration
id_1277333575726010368_2020-06-28,ALL,Other Climate Action,Melting Ice|Other Extreme Weather Events|Covid,Rural,Meme
id_1268502931587956736_2020-06-04,ALL,Other Climate Action,Economic Consequences|Covid|Floods,Rural,Meme
id_1245688360578043905_2020-04-02,Invertebrates|Birds|Fish|Amphibians|Reptiles,Natural Gas,Melting Ice|Other Extreme Weather Events|Covid,"Commercial Area|Forest, Jungle|Indoor Space",Meme
id_1340472532172988417_2020-12-20,ALL,Other Climate Action,Economic Consequences|Covid|Floods,no class found,Meme
id_1248387049641496582_2020-04-09,ALL,Other Climate Action,Economic Consequences|Covid|Floods,Residential Area,Meme
id_1309351422308229120_2020-09-25,ALL,Natural Gas,Melting Ice|Other Extreme Weather Events|Covid,"Other Setting|Ocean|Indoor Space|Residential Area|Arctic, Antarctica|Other Nature|No Setting|Commercial Area|Industrial Area|Forest, Jungle|Agricultural|Coastal|Rural|Outer Space",Meme
id_1268581886760292353_2020-06-04,ALL,Other Climate Action,Economic Consequences|Covid|Floods,"No Setting|Forest, Jungle",Meme
id_1282783929934675968_2020-07-13,ALL,ALL,Melting Ice|Other Extreme Weather Events|Covid,no class found,Meme
id_1253022763968847873_2020-04-22,ALL,Natural Gas,no class found,"Other Setting|Ocean|Indoor Space|Residential Area|Arctic, Antarctica|Other Nature|No Setting|Commercial Area|Industrial Area|Forest, Jungle|Agricultural|Coastal|Rural|Outer Space",Meme
id_1237904525286977536_2020-03-12,ALL,Protests|Natural Gas,Economic Consequences|Covid|Floods,"No Setting|Forest, Jungle",Meme
id_1245159011336454144_2020-04-01,Invertebrates|Birds|Fish|Amphibians|Reptiles,Other Climate Action,Melting Ice|Other Extreme Weather Events|Covid,"No Setting|Forest, Jungle",Meme
id_1311371760416296960_2020-09-30,ALL,Natural Gas,Economic Consequences|Covid|Floods,"Forest, Jungle|Outer Space",Meme
id_1236896394146910209_2020-03-09,ALL,Natural Gas,Economic Consequences|Covid|Floods,no class found,Meme
id_1331040142014832643_2020-11-24,ALL,Protests|Natural Gas,Economic Consequences|Covid|Floods,no class found,Meme
id_1250764612414423041_2020-04-16,Invertebrates|Birds|Fish|Amphibians|Reptiles,Natural Gas,Economic Consequences|Covid|Floods,"Commercial Area|Forest, Jungle|Indoor Space",Meme
id_1341690521282985985_2020-12-23,ALL,No,Melting Ice|Other Extreme Weather Events|Covid,Rural,Meme
id_1304359213909643264_2020-09-11,Invertebrates|Birds|Fish|Amphibians|Reptiles,Protests|Natural Gas,Economic Consequences|Covid|Floods,"Commercial Area|Forest, Jungle|Indoor Space",Meme
id_1241655743377338369_2020-03-22,ALL,Natural Gas,Economic Consequences|Covid|Floods,"Commercial Area|Forest, Jungle|Indoor Space",Meme
id_1386510209963761664_2021-04-26,ALL,Other Climate Action,Melting Ice|Other Extreme Weather Events|Covid,no class found,Meme
id_1441910991399178247_2021-09-25,Invertebrates|Birds|Fish|Amphibians|Reptiles,Other Climate Action,Economic Consequences|Covid|Floods,no class found,Meme
id_1385581299931381763_2021-04-23,ALL,Other Climate Action,Economic Consequences|Covid|Floods,no class found,Meme
id_1438883971392102406_2021-09-17,ALL,Other Climate Action,Melting Ice|Other Extreme Weather Events|Covid,no class found,Meme
id_1385921497731108870_2021-04-24,ALL,Other Climate Action,Economic Consequences|Covid|Floods,Rural,Meme
id_1367075667771334661_2021-03-03,ALL,Other Climate Action,Economic Consequences|Covid|Floods,Rural,Meme
id_1466136224406679555_2021-12-01,Invertebrates|Birds|Fish|Amphibians|Reptiles,Natural Gas,Melting Ice|Other Extreme Weather Events|Covid,"No Setting|Forest, Jungle",Meme
id_1437092068317409281_2021-09-12,Invertebrates|Birds|Fish|Amphibians|Reptiles,Other Climate Action,Economic Consequences|Covid|Floods,no class found,Meme
id_1375862439363932164_2021-03-27,ALL,Protests|Natural Gas,no class found,"No Setting|Forest, Jungle",Meme
id_1396426970414551045_2021-05-23,ALL,Other Climate Action,Melting Ice|Other Extreme Weather Events|Covid,no class found,Meme
id_1384600359474135040_2021-04-20,Invertebrates|Birds|Fish|Amphibians|Reptiles,Other Climate Action,Melting Ice|Other Extreme Weather Events|Covid,no class found,Meme
id_1461756630471749633_2021-11-19,ALL,Coal|Wind Energy|Solar Energy|Politics|Other Climate Action|Natural Gas,Human Rights|Economic Consequences|Wildfires|Other Extreme Weather Events|Health|Sea Level Rise|Covid,ALL,Meme
id_1416123300036497408_2021-07-16,Invertebrates|Birds|Fish|Amphibians|Reptiles,Other Climate Action,Melting Ice|Other Extreme Weather Events|Covid,Residential Area,Meme
id_1465915135936110594_2021-12-01,ALL,Natural Gas,Melting Ice|Other Extreme Weather Events|Covid,"No Setting|Forest, Jungle",Meme
id_1376011076421050368_2021-03-28,ALL,Other Climate Action,Economic Consequences|Covid|Floods,"Commercial Area|Forest, Jungle|Indoor Space",Meme
id_1398313938375249923_2021-05-28,ALL,Other Climate Action,Economic Consequences|Covid|Floods,no class found,Meme
id_1433172052593233926_2021-09-02,ALL,Natural Gas,Economic Consequences|Covid|Floods,"No Setting|Forest, Jungle",Meme
id_1384506659158953985_2021-04-20,ALL,Natural Gas,Economic Consequences|Covid|Floods,no class found,Meme
id_1440267665608560657_2021-09-21,Invertebrates|Birds|Fish|Amphibians|Reptiles,Natural Gas,Melting Ice|Other Extreme Weather Events|Covid,Residential Area,Meme
id_1377496527346704386_2021-04-01,ALL,Other Climate Action,Melting Ice|Other Extreme Weather Events|Covid,no class found,Illustration
id_1460353796924751878_2021-11-15,ALL,ALL,no class found,no class found,Meme
id_1463528601047945227_2021-11-24,Invertebrates|Birds|Fish|Amphibians|Reptiles,Other Climate Action,Economic Consequences|Covid|Floods,no class found,Meme
id_1397694152540790784_2021-05-26,ALL,Other Climate Action,no class found,"Other Setting|Ocean|Indoor Space|Residential Area|Arctic, Antarctica|Other Nature|No Setting|Commercial Area|Industrial Area|Forest, Jungle|Agricultural|Coastal|Rural|Outer Space",Meme
id_1386738687950589962_2021-05-05,ALL,Other Climate Action,Melting Ice|Other Extreme Weather Events|Covid,"Other Setting|Industrial Area|Forest, Jungle",Meme
id_1404709803717505030_2021-06-15,ALL,Natural Gas,Melting Ice|Other Extreme Weather Events|Covid,"No Setting|Forest, Jungle",Meme
id_1463674619194265603_2021-11-25,Invertebrates|Birds|Fish|Amphibians|Reptiles,Other Climate Action,Economic Consequences|Covid|Floods,no class found,Meme
id_1390404915835588611_2021-05-06,ALL,Other Climate Action,Other Consequence|Covid,no class found,Meme
id_1433860568830472193_2021-09-03,ALL,Protests|Natural Gas,Economic Consequences|Covid|Floods,"Commercial Area|Forest, Jungle|Indoor Space",Meme
id_1406394329501896712_2021-06-19,ALL,Other Climate Action,Melting Ice|Other Extreme Weather Events|Covid,no class found,Meme
id_1404017680500285440_2021-06-13,ALL,Other Climate Action,no class found,"No Setting|Forest, Jungle",Meme
id_1417970552585654274_2021-07-21,ALL,Other Climate Action,Melting Ice|Other Extreme Weather Events|Covid,no class found,Meme
id_1440754583400116232_2021-09-22,ALL,Natural Gas,Economic Consequences|Covid|Floods,"No Setting|Forest, Jungle",Meme
id_1373675635109851136_2021-03-21,ALL,Other Climate Action,Economic Consequences|Covid|Floods,no class found,Meme
id_1385605074710376451_2021-04-23,ALL,Natural Gas,ALL,no class found,Meme
id_1433477153014878229_2021-09-02,ALL,Other Climate Action,Economic Consequences|Covid|Floods,no class found,Meme
id_1436283658101460992_2021-09-10,ALL,Natural Gas,no class found,"Commercial Area|Forest, Jungle|Indoor Space",Meme
id_1433503856885915654_2021-09-02,ALL,Other Climate Action,Melting Ice|Other Extreme Weather Events|Covid,no class found,Meme
id_1456350417831579654_2021-11-04,ALL,Other Climate Action,Economic Consequences|Covid|Floods,"Other Nature|Forest, Jungle",Meme
id_1400521873566232577_2021-06-03,ALL,Other Climate Action,Economic Consequences|Covid|Floods,"Other Setting|Industrial Area|Forest, Jungle",Meme
id_1395840344105881602_2021-05-21,ALL,Natural Gas,Melting Ice|Other Extreme Weather Events|Covid,"No Setting|Forest, Jungle",Meme
id_1412331299524710404_2021-07-06,Invertebrates|Birds|Fish|Amphibians|Reptiles,Natural Gas,Economic Consequences|Covid|Floods,no class found,Meme
id_1420832421201780742_2021-07-29,ALL,Other Climate Action,Melting Ice|Other Extreme Weather Events|Covid,no class found,Meme
id_1405180191521992705_2021-06-16,Invertebrates|Birds|Fish|Amphibians|Reptiles,Other Climate Action,Melting Ice|Other Extreme Weather Events|Covid,no class found,Meme
id_1459755266967175170_2021-11-14,ALL,Other Climate Action,Economic Consequences|Covid|Floods,"Forest, Jungle|Outer Space",Meme
id_1434158894927040513_2021-09-04,ALL,Natural Gas,Melting Ice|Other Extreme Weather Events|Covid,"Other Setting|Ocean|Indoor Space|Residential Area|Arctic, Antarctica|Other Nature|No Setting|Commercial Area|Industrial Area|Forest, Jungle|Agricultural|Coastal|Rural|Outer Space",Meme
id_1420739424246173696_2021-07-29,ALL,Natural Gas,Melting Ice|Other Extreme Weather Events|Covid,"Commercial Area|Forest, Jungle|Indoor Space",Meme
id_1399438728574165000_2021-05-31,ALL,Coal|Wind Energy|Solar Energy|Politics|Other Climate Action|Natural Gas,no class found,no class found,Meme
id_1438824784943456258_2021-09-17,ALL,Other Climate Action,Economic Consequences|Covid|Floods,no class found,Meme
id_1461358106428915712_2021-11-18,ALL,Natural Gas,Economic Consequences|Covid|Floods,no class found,Meme
id_1391749692267053057_2021-05-10,ALL,Other Climate Action,Economic Consequences|Covid|Floods,"Commercial Area|Forest, Jungle|Indoor Space",Meme
id_1370219077373943809_2021-03-12,ALL,Natural Gas,Economic Consequences|Covid|Floods,no class found,Meme
id_1416174562316849154_2021-07-16,ALL,Other Climate Action,Melting Ice|Other Extreme Weather Events|Covid,ALL,Meme
id_1441079092355293187_2021-09-23,ALL,Other Climate Action,no class found,no class found,Meme
id_1461285338509414407_2021-11-18,ALL,Natural Gas,Melting Ice|Other Extreme Weather Events|Covid,no class found,Meme
id_1457444158210248709_2021-11-07,ALL,Other Climate Action,ALL,no class found,Meme
id_1464962055253942275_2021-11-28,Invertebrates|Birds|Fish|Amphibians|Reptiles,Protests|Natural Gas,Melting Ice|Other Extreme Weather Events|Covid,"Commercial Area|Forest, Jungle|Indoor Space",Meme
id_1413376876500901888_2021-07-09,ALL,Other Climate Action,Economic Consequences|Covid|Floods,"No Setting|Forest, Jungle",Meme
id_1374763331005902854_2021-03-24,ALL,Coal|Wind Energy|Solar Energy|Politics|Other Climate Action|Natural Gas,Economic Consequences,"Other Setting|Ocean|Indoor Space|Residential Area|Arctic, Antarctica|Other Nature|No Setting|Commercial Area|Industrial Area|Forest, Jungle|Agricultural|Coastal|Rural|Outer Space",Meme
id_1415927369068695554_2021-07-16,ALL,Other Climate Action,Economic Consequences|Covid|Floods,"No Setting|Forest, Jungle",Meme
id_1375054035821195269_2021-03-25,ALL,Natural Gas,ALL,"No Setting|Forest, Jungle",Meme
id_1440409465082187781_2021-09-21,ALL,Protests|Natural Gas,Economic Consequences|Covid|Floods,no class found,Meme
id_1469066685722288128_2021-12-09,ALL,Natural Gas,Melting Ice|Other Extreme Weather Events|Covid,"No Setting|Forest, Jungle",Meme
id_1459660503685468169_2021-11-13,ALL,Natural Gas,Economic Consequences|Covid|Floods,"Commercial Area|Forest, Jungle|Indoor Space",Meme
id_1413547031491186689_2021-07-09,ALL,Other Climate Action,Melting Ice|Other Extreme Weather Events|Covid,"No Setting|Forest, Jungle",Meme
id_1419755387549540352_2021-07-26,Invertebrates|Birds|Fish|Amphibians|Reptiles,Protests|Natural Gas,Melting Ice|Other Extreme Weather Events|Covid,no class found,Meme
id_1403586201378967556_2021-06-12,ALL,Natural Gas,Melting Ice|Other Extreme Weather Events|Covid,"Other Setting|Ocean|Indoor Space|Residential Area|Arctic, Antarctica|Other Nature|No Setting|Commercial Area|Industrial Area|Forest, Jungle|Agricultural|Coastal|Rural|Outer Space",Meme
id_1373659174136057859_2021-03-21,ALL,Other Climate Action,no class found,Rural,Meme
id_1464221861974319131_2021-11-26,ALL,Other Climate Action,no class found,"Other Setting|Ocean|Indoor Space|Residential Area|Arctic, Antarctica|Other Nature|No Setting|Commercial Area|Industrial Area|Forest, Jungle|Agricultural|Coastal|Rural|Outer Space",Meme
id_1400183158662909959_2021-06-02,ALL,Other Climate Action,Economic Consequences|Covid|Floods,"Commercial Area|Forest, Jungle|Indoor Space",Meme
id_1388240570754248706_2021-04-30,ALL,Other Climate Action,Economic Consequences|Covid|Floods,"No Setting|Forest, Jungle",Meme
id_1437832749893758978_2021-09-14,ALL,Other Climate Action,Economic Consequences|Covid|Floods,"Commercial Area|Forest, Jungle|Indoor Space",Meme
id_1462522481843982342_2021-11-21,Invertebrates|Birds|Fish|Amphibians|Reptiles,no class found,Economic Consequences|Covid|Floods,no class found,Meme
id_1433472381226467332_2021-09-02,ALL,Natural Gas,Economic Consequences|Covid|Floods,no class found,Meme
id_1458096385190944770_2021-11-09,ALL,Other Climate Action,Economic Consequences|Covid|Floods,no class found,Meme
id_1393247103342632960_2021-05-14,ALL,Protests|Natural Gas,Melting Ice|Other Extreme Weather Events|Covid,"Commercial Area|Forest, Jungle|Indoor Space",Meme
id_1384253744284520449_2021-04-19,ALL,Natural Gas,Melting Ice|Other Extreme Weather Events|Covid,"No Setting|Forest, Jungle",Meme
id_1461477718621663232_2021-11-18,ALL,Protests|Natural Gas,Economic Consequences|Covid|Floods,"Commercial Area|Forest, Jungle|Indoor Space",Meme
id_1415412235250319371_2021-07-14,ALL,No,Economic Consequences|Covid|Floods,"No Setting|Forest, Jungle",Meme
id_1366779379498381313_2021-03-02,ALL,Natural Gas,no class found,"No Setting|Forest, Jungle",Meme
id_1458548755393810437_2021-11-10,ALL,Other Climate Action,Melting Ice|Other Extreme Weather Events|Covid,"Commercial Area|Forest, Jungle|Indoor Space",Meme
id_1376520767412842499_2021-03-29,ALL,Other Climate Action,Economic Consequences|Covid|Floods,"No Setting|Forest, Jungle",Meme
id_1374670390623006722_2021-03-24,ALL,Other Climate Action,Economic Consequences|Covid|Floods,"Commercial Area|Forest, Jungle|Indoor Space",Meme
id_1394749822092120070_2021-05-18,ALL,Natural Gas,Melting Ice|Other Extreme Weather Events|Covid,no class found,Meme
id_1374158014719090690_2021-03-23,ALL,Other Climate Action,Melting Ice|Other Extreme Weather Events|Covid,Residential Area,Meme
id_1410282322990014466_2021-06-30,Amphibians|Invertebrates|Farm Animals,Other Climate Action,Economic Consequences|Covid|Floods,"No Setting|Forest, Jungle",Meme
id_1373419436225482753_2021-03-20,ALL,Natural Gas,Economic Consequences,no class found,Meme
id_1367594480963117056_2021-03-04,ALL,Other Climate Action,Other Consequence|Covid,no class found,Meme
id_1435838815382482946_2021-09-09,ALL,Wind Energy,no class found,no class found,Meme
id_1458552461728403458_2021-11-10,Invertebrates|Birds|Fish|Amphibians|Reptiles,Natural Gas,Melting Ice|Other Extreme Weather Events|Covid,"Commercial Area|Forest, Jungle|Indoor Space",Meme
id_1456299969892298753_2021-11-04,Invertebrates|Birds|Fish|Amphibians|Reptiles,Other Climate Action,Economic Consequences|Covid|Floods,Rural,Meme
id_1388039033067122691_2021-04-30,ALL,Protests|Natural Gas,Melting Ice|Other Extreme Weather Events|Covid,"Commercial Area|Forest, Jungle|Indoor Space",Meme
id_1399625871263256576_2021-06-01,Amphibians|Invertebrates|Farm Animals,Other Climate Action,Melting Ice|Other Extreme Weather Events|Covid,"No Setting|Forest, Jungle",Meme
id_1400846796809768961_2021-06-04,ALL,No,no class found,"No Setting|Forest, Jungle",Meme
id_1417009424363839494_2021-07-19,Invertebrates|Birds|Fish|Amphibians|Reptiles,Other Climate Action,Melting Ice|Other Extreme Weather Events|Covid,no class found,Meme
id_1418091864729669632_2021-07-22,Pets|Invertebrates|Fish|Amphibians|Reptiles,Other Climate Action,Melting Ice|Other Extreme Weather Events|Covid,Ocean,Meme
id_1403527306111590405_2021-06-12,ALL,Natural Gas,no class found,"No Setting|Forest, Jungle",Meme
id_1420971452984021004_2021-07-30,Polar Bears|Invertebrates|Farm Animals|Birds|Land Mammals|Insects|Fish|Amphibians|Reptiles,Polar bears,Melting Ice|Other Extreme Weather Events|Covid,no class found,Meme
id_1384518674405629958_2021-04-20,Amphibians|Invertebrates|Farm Animals,Other Climate Action,no class found,"No Setting|Forest, Jungle",Meme
